,scientific name,taxonomic_id,rank
Bat coronavirus M.dau/Germany/D8.32/2007,Bat coronavirus M.dau/Germany/D8.32/2007,497951,species
Banana bunchy top virus satellite Y,Banana bunchy top virus satellite Y,497970,species
Banana bunchy top virus satellite S2,Banana bunchy top virus satellite S2,497971,species
Synechococcus phage S-PMW2,Synechococcus phage S-PMW2,498337,species
Synechococcus phage SPGM99-02,Synechococcus phage SPGM99-02,498338,species
Synechococcus phage SPGM99-07,Synechococcus phage SPGM99-07,498339,species
Synechococcus phage SPGM99-10,Synechococcus phage SPGM99-10,498340,species
Synechococcus phage SPGM99-12,Synechococcus phage SPGM99-12,498341,species
Synechococcus phage SPGM99-14,Synechococcus phage SPGM99-14,498342,species
Synechococcus phage SPGM99-15,Synechococcus phage SPGM99-15,498343,species
Synechococcus phage SPGM99-16,Synechococcus phage SPGM99-16,498344,species
Synechococcus phage SPGM99-20,Synechococcus phage SPGM99-20,498345,species
Synechococcus phage SPGM99-21,Synechococcus phage SPGM99-21,498346,species
Synechococcus phage SPGM99-24,Synechococcus phage SPGM99-24,498347,species
Synechococcus phage SPGM99-27,Synechococcus phage SPGM99-27,498348,species
Synechococcus phage SPGM99-28,Synechococcus phage SPGM99-28,498349,species
Synechococcus phage SPGM99-29,Synechococcus phage SPGM99-29,498350,species
Synechococcus phage SPGM99-30,Synechococcus phage SPGM99-30,498351,species
Synechococcus phage SPGM99-31,Synechococcus phage SPGM99-31,498352,species
Synechococcus phage SPGM99-39,Synechococcus phage SPGM99-39,498353,species
Emilia yellow vein virus,Emilia yellow vein virus,498803,species
Rotavirus sp. PA169,Rotavirus sp. PA169,498924,species
Halomonas virus HAP1,Halomonas virus HAP1,499235,species
Chapare mammarenavirus,Chapare mammarenavirus,499556,species
Strawberry crinivirus 3,Strawberry crinivirus 3,499955,species
Tomato begomovirus T217L,Tomato begomovirus T217L,500460,species
Bandicoot papillomatosis carcinomatosis virus type 2,Bandicoot papillomatosis carcinomatosis virus type 2,500654,species
Tomato leaf curl Ghana virus,Tomato leaf curl Ghana virus,501328,species
Chicken parvovirus ABU/84,Chicken parvovirus ABU/84,502957,species
Lactococcus phage asccphi28,Lactococcus phage asccphi28,503388,species
Human rhinovirus GA2357,Human rhinovirus GA2357,503449,species
Human rhinovirus GA23582,Human rhinovirus GA23582,503450,species
Human rhinovirus GA23584,Human rhinovirus GA23584,503451,species
Human rhinovirus GA23587,Human rhinovirus GA23587,503452,species
Human rhinovirus GA23592,Human rhinovirus GA23592,503453,species
Human rhinovirus GA23597,Human rhinovirus GA23597,503454,species
Human rhinovirus GA23614,Human rhinovirus GA23614,503455,species
Human rhinovirus GA23615,Human rhinovirus GA23615,503456,species
Human rhinovirus GA23636,Human rhinovirus GA23636,503457,species
Flamingo poxvirus,Flamingo poxvirus,503979,species
Pseudomonas phage PAJU2,Pseudomonas phage PAJU2,504346,species
Vicia cryptic virus M,Vicia cryptic virus M,504455,species
Propionibacterium phage PAD10,Propionibacterium phage PAD10,504494,species
Propionibacterium phage PAD11,Propionibacterium phage PAD11,504495,species
Propionibacterium phage PAD13,Propionibacterium phage PAD13,504496,species
Propionibacterium phage PAD14,Propionibacterium phage PAD14,504497,species
Propionibacterium phage PAD17,Propionibacterium phage PAD17,504498,species
Propionibacterium phage PAD19,Propionibacterium phage PAD19,504499,species
Propionibacterium phage PAD2,Propionibacterium phage PAD2,504500,species
Propionibacterium phage PAD21,Propionibacterium phage PAD21,504502,species
Propionibacterium phage PAD22,Propionibacterium phage PAD22,504503,species
Propionibacterium phage PAD23,Propionibacterium phage PAD23,504504,species
Propionibacterium phage PAD24,Propionibacterium phage PAD24,504505,species
Propionibacterium phage PAD25,Propionibacterium phage PAD25,504506,species
Propionibacterium phage PAD28,Propionibacterium phage PAD28,504507,species
Propionibacterium phage PAD30,Propionibacterium phage PAD30,504508,species
Propionibacterium phage PAD35,Propionibacterium phage PAD35,504509,species
Propionibacterium phage PAD36,Propionibacterium phage PAD36,504510,species
Propionibacterium phage PAD38,Propionibacterium phage PAD38,504511,species
Propionibacterium phage PAD4,Propionibacterium phage PAD4,504512,species
Propionibacterium phage PAD40,Propionibacterium phage PAD40,504513,species
Propionibacterium phage PAD41,Propionibacterium phage PAD41,504514,species
Propionibacterium phage PAD42,Propionibacterium phage PAD42,504515,species
Propionibacterium phage PAD44,Propionibacterium phage PAD44,504516,species
Propionibacterium phage PAD45,Propionibacterium phage PAD45,504517,species
Propionibacterium phage PAD47,Propionibacterium phage PAD47,504518,species
Propionibacterium phage PAD48,Propionibacterium phage PAD48,504519,species
Propionibacterium phage PAD5,Propionibacterium phage PAD5,504520,species
Propionibacterium phage PAD6,Propionibacterium phage PAD6,504521,species
Propionibacterium phage PAD7,Propionibacterium phage PAD7,504522,species
Propionibacterium phage PAD8,Propionibacterium phage PAD8,504523,species
Propionibacterium phage PAD9,Propionibacterium phage PAD9,504524,species
Propionibacterium phage PAS10,Propionibacterium phage PAS10,504525,species
Propionibacterium phage PAS11,Propionibacterium phage PAS11,504526,species
Propionibacterium phage PAS12,Propionibacterium phage PAS12,504527,species
Propionibacterium phage PAS13,Propionibacterium phage PAS13,504528,species
Propionibacterium phage PAS16,Propionibacterium phage PAS16,504529,species
Propionibacterium phage PAS2,Propionibacterium phage PAS2,504530,species
Propionibacterium phage PAS22,Propionibacterium phage PAS22,504531,species
Propionibacterium phage PAS23,Propionibacterium phage PAS23,504532,species
Propionibacterium phage PAS24,Propionibacterium phage PAS24,504533,species
Propionibacterium phage PAS25,Propionibacterium phage PAS25,504534,species
Propionibacterium phage PAS26,Propionibacterium phage PAS26,504535,species
Propionibacterium phage PAS27,Propionibacterium phage PAS27,504536,species
Propionibacterium phage PAS29,Propionibacterium phage PAS29,504537,species
Propionibacterium phage PAS3,Propionibacterium phage PAS3,504538,species
Propionibacterium phage PAS30,Propionibacterium phage PAS30,504539,species
Propionibacterium phage PAS31,Propionibacterium phage PAS31,504540,species
Propionibacterium phage PAS35,Propionibacterium phage PAS35,504541,species
Propionibacterium phage PAS37,Propionibacterium phage PAS37,504542,species
Propionibacterium phage PAS39,Propionibacterium phage PAS39,504543,species
Propionibacterium phage PAS4,Propionibacterium phage PAS4,504544,species
Propionibacterium phage PAS40,Propionibacterium phage PAS40,504545,species
Propionibacterium phage PAS41,Propionibacterium phage PAS41,504546,species
Propionibacterium phage PAS42,Propionibacterium phage PAS42,504547,species
Propionibacterium phage PAS43,Propionibacterium phage PAS43,504548,species
Propionibacterium phage PAS44,Propionibacterium phage PAS44,504549,species
Propionibacterium phage PAS46,Propionibacterium phage PAS46,504550,species
Propionibacterium phage PAS47,Propionibacterium phage PAS47,504551,species
Propionibacterium phage PAS49,Propionibacterium phage PAS49,504552,species
Propionibacterium phage PAS52,Propionibacterium phage PAS52,504554,species
Propionibacterium phage PAS6,Propionibacterium phage PAS6,504555,species
Propionibacterium phage PAS7,Propionibacterium phage PAS7,504556,species
Propionibacterium phage PAS8,Propionibacterium phage PAS8,504557,species
Propionibacterium phage PAS9,Propionibacterium phage PAS9,504558,species
Swine parainfluenza virus 3,Swine parainfluenza virus 3,505220,species
Pseudomonas virus MP29,Pseudomonas virus MP29,505291,species
Pseudomonas virus MP38,Pseudomonas virus MP38,505292,species
Tomato leaf curl Cebu virus,Tomato leaf curl Cebu virus,507474,species
Tomato leaf curl Cotabato virus,Tomato leaf curl Cotabato virus,507475,species
Tomato leaf curl Mindanao virus,Tomato leaf curl Mindanao virus,507476,species
Lactobacillus virus c5,Lactobacillus virus c5,508419,species
Ictalurid herpesvirus 2,Ictalurid herpesvirus 2,508441,species
Salmonid herpesvirus 3,Salmonid herpesvirus 3,508442,species
Ribes virus F,Ribes virus F,508679,species
Mesta yellow vein mosaic Bahraich virus,Mesta yellow vein mosaic Bahraich virus,508748,species
Luffa leaf distorsion DNA betasatellite,Luffa leaf distorsion DNA betasatellite,508755,species
Gossypium punctatum mild leaf curl virus,Gossypium punctatum mild leaf curl virus,509532,species
Gossypium hirsutum leaf curl virus,Gossypium hirsutum leaf curl virus,509533,species
Beet cryptic virus 1,Beet cryptic virus 1,509923,species
Sweet potato virus B1,Sweet potato virus B1,510517,species
Gossypium davidsonii symptomless virus,Gossypium davidsonii symptomless virus,511441,species
Gossypium mustilinum symptomless virus,Gossypium mustilinum symptomless virus,511442,species
Sweet potato virus B2,Sweet potato virus B2,511614,species
Sweet potato virus B3,Sweet potato virus B3,511615,species
Flammulina velutipes isometric virus,Flammulina velutipes isometric virus,511616,species
Pineapple bacilliform erectifolius virus,Pineapple bacilliform erectifolius virus,512090,species
Ampelophaga rubiginosa nucleopolyhedrovirus,Ampelophaga rubiginosa nucleopolyhedrovirus,512493,species
Acidianus filamentous virus 9,Acidianus filamentous virus 9,512792,species
Hantavirus H156,Hantavirus H156,513165,species
Hantavirus H158,Hantavirus H158,513166,species
Hantavirus H162,Hantavirus H162,513167,species
Bacillus virus AP50,Bacillus virus AP50,513550,species
Pseudoplusia includens nucleopolyhedrovirus,Pseudoplusia includens nucleopolyhedrovirus,513657,species
Hantavirus NB2,Hantavirus NB2,515160,species
Hantavirus NB5,Hantavirus NB5,515161,species
Hantavirus NB8,Hantavirus NB8,515162,species
Hantavirus NB9,Hantavirus NB9,515163,species
Abutilon yellow mosaic virus,Abutilon yellow mosaic virus,515303,species
Lamium leaf distortion virus,Lamium leaf distortion virus,515320,species
Eupatorium vein clearing virus,Eupatorium vein clearing virus,515444,species
Verbena virus Y,Verbena virus Y,515446,species
Algerian watermelon mosaic virus,Algerian watermelon mosaic virus,515575,species
Lentinula edodes mycovirus HKB,Lentinula edodes mycovirus HKB,515670,species
Mycobacterium phage BPs,Mycobacterium phage BPs,515982,species
Neomys anomalus hantavirus,Neomys anomalus hantavirus,516542,species
Sorex araneus hantavirus,Sorex araneus hantavirus,516543,species
Grapevine virus E,Grapevine virus E,516956,species
Equus zebra gammaherpesvirus 1,Equus zebra gammaherpesvirus 1,517184,species
Saimiri sciureus gammaherpesvirus 2,Saimiri sciureus gammaherpesvirus 2,517194,species
Adenovirus Lopburi057/2006/THA,Adenovirus Lopburi057/2006/THA,517342,species
Adenovirus Lopburi070/2006/THA,Adenovirus Lopburi070/2006/THA,517343,species
Adenovirus Lopburi073/2006/THA,Adenovirus Lopburi073/2006/THA,517344,species
Adenovirus Lopburi078/2006/THA,Adenovirus Lopburi078/2006/THA,517345,species
Artybash virus,Artybash virus,517360,species
Altai virus,Altai virus,517361,species
Okra leaf curl alphasatellite,Okra leaf curl alphasatellite,518829,species
Debaryomyces hansenii virus JB-2008,Debaryomyces hansenii virus JB-2008,518830,species
Aquareovirus G,Aquareovirus G,519014,species
Pepper leaf curl Yunnan virus satellite DNA beta,Pepper leaf curl Yunnan virus satellite DNA beta,519016,species
Southern rice black-streaked dwarf virus,Southern rice black-streaked dwarf virus,519497,species
Ecuadorian rocoto virus,Ecuadorian rocoto virus,519498,species
Urochloa streak virus,Urochloa streak virus,520848,species
Ophiusa disjungens nucleopolyhedrovirus,Ophiusa disjungens nucleopolyhedrovirus,521523,species
Strawberry crinivirus 4,Strawberry crinivirus 4,523741,species
Cotesia chilonis bracovirus,Cotesia chilonis bracovirus,523797,species
Cotesia flavipes bracovirus,Cotesia flavipes bracovirus,523798,species
Cotesia melanoscela bracovirus,Cotesia melanoscela bracovirus,523799,species
Imperata yellow mottle virus,Imperata yellow mottle virus,524023,species
Vibrio phage RRE-2008,Vibrio phage RRE-2008,524865,species
Ostrich orthoreovirus Ost1,Ostrich orthoreovirus Ost1,524890,species
Zantedeschia mild mosaic virus - New Zealand,Zantedeschia mild mosaic virus - New Zealand,525153,species
Morganella phage MmP1,Morganella phage MmP1,526118,species
Cheetah astrovirus 1,Cheetah astrovirus 1,526120,species
Aeromonas phage DH1,Aeromonas phage DH1,526394,species
Tomato leaf curl Palampur virus,Tomato leaf curl Palampur virus,526476,species
Rabbit kidney vacuolating virus,Rabbit kidney vacuolating virus,527205,species
Lacerta viridis herpesvirus 1,Lacerta viridis herpesvirus 1,527213,species
Aquabirnavirus TAB98,Aquabirnavirus TAB98,528163,species
Serang virus,Serang virus,528322,species
Psittacine orthoreovirus SRK/Germany/2007,Psittacine orthoreovirus SRK/Germany/2007,529100,species
Chondrostereum purpureum cryptic virus 1,Chondrostereum purpureum cryptic virus 1,529380,species
Rhynchosia yellow mosaic virus,Rhynchosia yellow mosaic virus,529680,species
Veltheimia virus Y,Veltheimia virus Y,529811,species
Mulberry small circular viroid-like RNA 1,Mulberry small circular viroid-like RNA 1,529840,species
Salmonella phage phiSG-JL2,Salmonella phage phiSG-JL2,529929,species
Tobacco mottle leaf curl virus,Tobacco mottle leaf curl virus,530536,species
Enterobacteria phage BA14,Enterobacteria phage BA14,532074,species
Enterobacteria phage EcoDS1,Enterobacteria phage EcoDS1,532075,species
Enterobacteria phage 13a,Enterobacteria phage 13a,532076,species
Yersinia phage Yepe2,Yersinia phage Yepe2,532078,species
Human rhinovirus 7316563,Human rhinovirus 7316563,532080,species
Human rhinovirus DK-1,Human rhinovirus DK-1,532081,species
Human rhinovirus DK-30,Human rhinovirus DK-30,532082,species
Human rhinovirus DK-33,Human rhinovirus DK-33,532083,species
Human rhinovirus DK-42,Human rhinovirus DK-42,532084,species
Human rhinovirus HC85215,Human rhinovirus HC85215,532085,species
Human rhinovirus HC90837,Human rhinovirus HC90837,532086,species
Human rhinovirus HC90841,Human rhinovirus HC90841,532087,species
Human rhinovirus HC90893,Human rhinovirus HC90893,532088,species
Human rhinovirus IN-26,Human rhinovirus IN-26,532089,species
Human rhinovirus IN-35,Human rhinovirus IN-35,532090,species
Human rhinovirus IN-36,Human rhinovirus IN-36,532091,species
Human rhinovirus SA365412,Human rhinovirus SA365412,532092,species
Human rhinovirus SA377120,Human rhinovirus SA377120,532093,species
Human rhinovirus SA434053,Human rhinovirus SA434053,532094,species
Human rhinovirus SA440023,Human rhinovirus SA440023,532095,species
Human rhinovirus SA442718,Human rhinovirus SA442718,532096,species
Human rhinovirus SO4302,Human rhinovirus SO4302,532097,species
Human rhinovirus SO4450,Human rhinovirus SO4450,532098,species
Human rhinovirus SO4463,Human rhinovirus SO4463,532099,species
Human rhinovirus SO4868,Human rhinovirus SO4868,532100,species
Human rhinovirus SO4895,Human rhinovirus SO4895,532101,species
Human rhinovirus SO4897,Human rhinovirus SO4897,532102,species
Amorbia cuneana nucleopolyhedrovirus,Amorbia cuneana nucleopolyhedrovirus,533260,species
Potexvirus ST4,Potexvirus ST4,535598,species
Potexvirus ST5,Potexvirus ST5,535599,species
Rosa rugosa leaf distortion virus,Rosa rugosa leaf distortion virus,535898,species
Human mastadenovirus G,Human mastadenovirus G,536079,species
Blainvillea yellow spot virus,Blainvillea yellow spot virus,536081,species
Sida common mosaic virus,Sida common mosaic virus,536082,species
Sida yellow leaf curl virus,Sida yellow leaf curl virus,536083,species
Tomato common mosaic virus,Tomato common mosaic virus,536084,species
Tomato leaf distortion virus,Tomato leaf distortion virus,536085,species
Tomato mild mosaic virus,Tomato mild mosaic virus,536086,species
Cyanophage P-RSM1,Cyanophage P-RSM1,536444,species
Cyanophage P-RSM2,Cyanophage P-RSM2,536445,species
Cyanophage P-RSM3,Cyanophage P-RSM3,536446,species
Cyanophage P-RSM4,Cyanophage P-RSM4,536447,species
Cyanophage P-RSM5,Cyanophage P-RSM5,536448,species
Cyanophage P-SSM1,Cyanophage P-SSM1,536449,species
Cyanophage P-SSM10,Cyanophage P-SSM10,536450,species
Cyanophage P-SSM11,Cyanophage P-SSM11,536451,species
Cyanophage P-SSM12,Cyanophage P-SSM12,536452,species
Prochlorococcus phage P-SSM3,Prochlorococcus phage P-SSM3,536453,species
Prochlorococcus phage P-SSM5,Prochlorococcus phage P-SSM5,536454,species
Cyanophage P-SSM6,Cyanophage P-SSM6,536455,species
Cyanophage P-SSM7,Cyanophage P-SSM7,536456,species
Cyanophage P-SSM8,Cyanophage P-SSM8,536457,species
Cyanophage P-SSM9,Cyanophage P-SSM9,536458,species
Cyanophage P-ShM1,Cyanophage P-ShM1,536459,species
Cyanophage P-ShM2,Cyanophage P-ShM2,536460,species
Cyanophage S-SM1,Cyanophage S-SM1,536461,species
Cyanophage S-SM2,Cyanophage S-SM2,536462,species
Cyanophage S-SSM1,Cyanophage S-SSM1,536463,species
Cyanophage S-SSM2,Cyanophage S-SSM2,536464,species
Cyanophage S-SSM3,Cyanophage S-SSM3,536465,species
Synechococcus phage S-SSM4,Synechococcus phage S-SSM4,536466,species
Cyanophage S-SSM5,Cyanophage S-SSM5,536467,species
Cyanophage S-SSM6,Cyanophage S-SSM6,536468,species
Cyanophage S-SSM7,Cyanophage S-SSM7,536469,species
Cyanophage S-ShM1,Cyanophage S-ShM1,536470,species
Cyanophage S-ShM2,Cyanophage S-ShM2,536471,species
