,scientific_name,counts
7501,Escherichia phage vB_EcoM_G37-3,0
7502,Escherichia phage vB_EcoM_G4498,0
7503,Escherichia phage vB_EcoM_G4500,0
7504,Escherichia phage vB_EcoM_G4507,0
7505,Escherichia phage vB_EcoM_G50,0
7506,Escherichia phage vB_EcoM_G5211,0
7507,Escherichia phage vB_EcoM_G53,0
7508,Escherichia phage vB_EcoM_G8,0
7509,Escherichia phage vB_EcoM_G9062,0
7510,Escherichia phage vB_EcoM_Goslar,0
7511,Escherichia phage vB_EcoM_HdK5,0
7512,Escherichia phage vB_EcoM_IME392,0
7513,Escherichia phage vB_EcoM_JB75,0
7514,Escherichia phage vB_EcoM_KAW1E185,0
7515,Escherichia phage vB_EcoM_KAW3E185,0
7516,Escherichia phage vB_EcoM_KWBSE43-6,0
7517,Escherichia phage vB_EcoM_LMP25,0
7518,Escherichia phage vB_EcoM_LMP33,0
7519,Escherichia phage vB_EcoM_LMP34,0
7520,Escherichia phage vB_EcoM_MM02,0
7521,Escherichia phage vB_EcoM_NBG1,0
7522,Escherichia phage vB_EcoM_NBG2,0
7523,Escherichia phage vB_EcoM_OE5505,0
7524,Escherichia phage vB_EcoM_PHB05,0
7525,Escherichia phage vB_EcoM_PHB13,0
7526,Escherichia phage vB_EcoM_R5505,0
7527,Escherichia phage vB_EcoM_Sa157lw,0
7528,Escherichia phage vB_EcoM_Schickermooser,0
7529,Escherichia phage vB_EcoM_WFC,0
7530,Escherichia phage vB_EcoM_WFH,0
7531,Escherichia phage vB_EcoM_WFK,0
7532,Escherichia phage vB_EcoM_WFL6982,0
7533,Escherichia phage vB_EcoM_WFbE185,0
7534,Escherichia phage vB_EcoM_phAPEC6,0
7535,Escherichia phage vB_EcoP-Ro45lw,0
7536,Escherichia phage vB_EcoP_B,0
7537,Escherichia phage vB_EcoP_C,0
7538,Escherichia phage vB_EcoP_D,0
7539,Escherichia phage vB_EcoP_F,0
7540,Escherichia phage vB_EcoP_GA2A,2
7541,Escherichia phage vB_EcoP_K,0
7542,Escherichia phage vB_EcoP_KAW1A4500,0
7543,Escherichia phage vB_EcoP_PTXU04,0
7544,Escherichia phage vB_EcoP_R,0
7545,Escherichia phage vB_EcoP_R4596,0
7546,Escherichia phage vB_EcoP_S523,0
7547,Escherichia phage vB_EcoP_WFI101126,0
7548,Escherichia phage vB_EcoS Sa179lw,0
7549,Escherichia phage vB_EcoS-95,0
7550,Escherichia phage vB_EcoS-IME253,0
7551,Escherichia phage vB_EcoS-Ro145c2YLVW,0
7552,Escherichia phage vB_EcoS-Ro145clw,0
7553,Escherichia phage vB_EcoS_EASG3,0
7554,Escherichia phage vB_EcoS_ESCO41,0
7555,Escherichia phage vB_EcoS_G29-2,0
7556,Escherichia phage vB_EcoS_HASG4,0
7557,Escherichia phage vB_EcoS_HSE2,0
7558,Escherichia phage vB_EcoS_HdH2,0
7559,Escherichia phage vB_EcoS_HdK1,0
7560,Escherichia phage vB_EcoS_HdSG1,0
7561,Escherichia phage vB_EcoS_MM01,0
7562,Escherichia phage vB_EcoS_PNS1,0
7563,Escherichia phage vB_EcoS_PTXU06,0
7564,Escherichia phage vB_EcoS_SH2,0
7565,Escherichia phage vB_EcoS_VAH1,0
7566,Escherichia phage vB_EcoS_W011D,0
7567,Escherichia phage vB_EcoS_WD3,0
7568,Escherichia phage vB_EcoS_WF5505,0
7569,Escherichia phage vB_EcoS_WFI,0
7570,Escherichia phage vB_Eco_SLUR104,0
7571,Escherichia phage vB_Eco_SLUR25,0
7572,Escherichia phage vB_Eco_SLUR26,0
7573,Escherichia phage vB_Eco_SLUR29,0
7574,Escherichia phage vB_Eco_SLUR30,0
7575,Escherichia phage vB_Eco_SLUR35,0
7576,Escherichia phage vB_Eco_SLUR61,0
7577,Escherichia phage vB_Eco_SLUR62,0
7578,Escherichia phage vB_Eco_SLUR63,0
7579,Escherichia phage vB_Eco_SLUR64,0
7580,Escherichia phage vB_Eco_SLUR69,0
7581,Escherichia phage vB_Eco_SLUR70,0
7582,Escherichia phage vB_Eco_SLUR74,0
7583,Escherichia phage vB_Eco_SLUR75,0
7584,Escherichia phage vB_Eco_SLUR76,0
7585,Escherichia phage vB_Eco_slurp01,0
7586,Escherichia phage vB_Eco_swan01,0
7587,Escherichia phage vB_Ecos_CEB_EC3a,0
7588,Escherichia phage vB_vPM_PD06,0
7589,Escherichia phage vB_vPM_PD112,0
7590,Escherichia phage vB_vPM_PD114,0
7591,Escherichia phage wV7,5
7592,Escherichia virus 121Q,0
7593,Escherichia virus 172-1,0
7594,Escherichia virus 186,2
7595,Escherichia virus 191,0
7596,Escherichia virus 24B,0
7597,Escherichia virus 4MG,0
7598,Escherichia virus 933W,0
7599,Escherichia virus 9g,0
7600,Escherichia virus AAPEc6,0
7601,Escherichia virus ACGM12,0
7602,Escherichia virus ADB2,0
7603,Escherichia virus AHP42,0
7604,Escherichia virus AHS24,0
7605,Escherichia virus AKFV33,2
7606,Escherichia virus AKS96,0
7607,Escherichia virus APCEc01,0
7608,Escherichia virus APEC5,0
7609,Escherichia virus APEC7,0
7610,Escherichia virus AR1,0
7611,Escherichia virus AYO145A,0
7612,Escherichia virus Alf5,0
7613,Escherichia virus Av05,0
7614,Escherichia virus BF23,0
7615,Escherichia virus BZ13,2
7616,Escherichia virus Bp4,0
7617,Escherichia virus Bp7,0
7618,Escherichia virus C119,0
7619,Escherichia virus C40,0
7620,Escherichia virus CBA120,2
7621,Escherichia virus CC31,0
7622,Escherichia virus CF2,0
7623,Escherichia virus CVM10,0
7624,Escherichia virus Cajan,0
7625,Escherichia virus DE3,0
7626,Escherichia virus DT57C,2
7627,Escherichia virus E112,0
7628,Escherichia virus E41c,0
7629,Escherichia virus EC1UPM,0
7630,Escherichia virus EC6,0
7631,Escherichia virus ECB2,0
7632,Escherichia virus ECBP1,0
7633,Escherichia virus ECD7,0
7634,Escherichia virus ECH1,0
7635,Escherichia virus ECML134,0
7636,Escherichia virus ECML4,0
7637,Escherichia virus ECOO78,0
7638,Escherichia virus EK99P1,0
7639,Escherichia virus EPS7,2
7640,Escherichia virus Eb49,0
7641,Escherichia virus FFH1,0
7642,Escherichia virus FFH2,0
7643,Escherichia virus FI,2
7644,Escherichia virus FV3,0
7645,Escherichia virus G4,0
7646,Escherichia virus G7C,0
7647,Escherichia virus GEC3S,0
7648,Escherichia virus H8,0
7649,Escherichia virus HK022,2
7650,Escherichia virus HK106,0
7651,Escherichia virus HK446,0
7652,Escherichia virus HK542,0
7653,Escherichia virus HK544,0
7654,Escherichia virus HK578,0
7655,Escherichia virus HK629,0
7656,Escherichia virus HK630,0
7657,Escherichia virus HK633,0
7658,Escherichia virus HK75,0
7659,Escherichia virus HK97,2
7660,Escherichia virus HP3,0
7661,Escherichia virus HX01,0
7662,Escherichia virus HY01,0
7663,Escherichia virus HY02,0
7664,Escherichia virus HY03,0
7665,Escherichia virus I22,2
7666,Escherichia virus ID21,0
7667,Escherichia virus ID32,0
7668,Escherichia virus ID52,0
7669,Escherichia virus ID62,0
7670,Escherichia virus IME08,0
7671,Escherichia virus IME11,0
7672,Escherichia virus If1,0
7673,Escherichia virus Ime09,0
7674,Escherichia virus JES2013,0
7675,Escherichia virus JH2,0
7676,Escherichia virus JL1,2
7677,Escherichia virus JMPW1,0
7678,Escherichia virus JMPW2,0
7679,Escherichia virus JS09,0
7680,Escherichia virus JS10,0
7681,Escherichia virus JS98,0
7682,Escherichia virus JSE,0
7683,Escherichia virus JenK1,0
7684,Escherichia virus JenP1,0
7685,Escherichia virus JenP2,0
7686,Escherichia virus Jk06,2
7687,Escherichia virus K1-5,2
7688,Escherichia virus K1E,2
7689,Escherichia virus K1G,0
7690,Escherichia virus K1H,0
7691,Escherichia virus K1ind1,0
7692,Escherichia virus K1ind2,0
7693,Escherichia virus K30,0
7694,Escherichia virus K5,0
7695,Escherichia virus KFS-EC,0
7696,Escherichia virus KP26,2
7697,Escherichia virus Lambda,2
7698,Escherichia virus M13,2
7699,Escherichia virus MS2,2
7700,Escherichia virus MX01,0
7701,Escherichia virus Min27,0
7702,Escherichia virus Mu,2
7703,Escherichia virus Murica,0
7704,Escherichia virus N15,2
7705,Escherichia virus N4,2
7706,Escherichia virus NC28,0
7707,Escherichia virus NC29,0
7708,Escherichia virus NC35,0
7709,Escherichia virus NJ01,0
7710,Escherichia virus O157tp3,0
7711,Escherichia virus O157tp6,0
7712,Escherichia virus P1,2
7713,Escherichia virus P2,2
7714,Escherichia virus PA2,0
7715,Escherichia virus PA28,0
7716,Escherichia virus PhAPEC2,0
7717,Escherichia virus PhaxI,0
7718,Escherichia virus Pollock,0
7719,Escherichia virus QL01,0
7720,Escherichia virus Qbeta,2
7721,Escherichia virus RB14,2
7722,Escherichia virus RB16,2
7723,Escherichia virus RB3,0
7724,Escherichia virus RB32,2
7725,Escherichia virus RB43,2
7726,Escherichia virus RB49,0
7727,Escherichia virus RB69,0
7728,Escherichia virus RCS47,0
7729,Escherichia virus Rogue1,0
7730,Escherichia virus Rtp,2
7731,Escherichia virus SRT8,0
7732,Escherichia virus SSL2009a,2
7733,Escherichia virus ST0,0
7734,Escherichia virus SU10,0
7735,Escherichia virus SUSP1,0
7736,Escherichia virus SUSP2,0
7737,Escherichia virus SV14,0
7738,Escherichia virus Septima11,0
7739,Escherichia virus Seurat,0
7740,Escherichia virus St1,0
7741,Escherichia virus Stx2 II,0
7742,Escherichia virus T1,2
7743,Escherichia virus T4,2
7744,Escherichia virus T5,2
7745,Escherichia virus T7,0
7746,Escherichia virus TL2011,0
7747,Escherichia virus TLS,2
7748,Escherichia virus TP1,0
7749,Escherichia virus Talmos,0
7750,Escherichia virus V18,0
7751,Escherichia virus V5,0
7752,Escherichia virus VEc3,0
7753,Escherichia virus VR20,0
7754,Escherichia virus VR25,0
7755,Escherichia virus VR26,0
7756,Escherichia virus VR5,0
7757,Escherichia virus VR7,0
7758,Escherichia virus Vec13,0
7759,Escherichia virus VpaE1,0
7760,Escherichia virus WA45,0
7761,Escherichia virus WG01,0
7762,Escherichia virus Wphi,2
7763,Escherichia virus YD2008s,0
7764,Escherichia virus ep3,0
7765,Escherichia virus fiAA91ss,0
7766,Escherichia virus mEp234,0
7767,Escherichia virus mEpX1,0
7768,Escherichia virus mEpX2,0
7769,Escherichia virus mutPK1A2,0
7770,Escherichia virus phi1,0
7771,Escherichia virus phiEco32,2
7772,Escherichia virus phiK,0
7773,Escherichia virus phiV10,0
7774,Escherichia virus phiX174,2
7775,Escherichia virus pro147,0
7776,Escherichia virus pro483,0
7777,Escherichia virus slur03,0
7778,Escherichia virus slur04,0
7779,Escherichia virus slur09,0
7780,Escherichia virus slur16,0
7781,Escherichia virus vB_Eco_mar001J1,0
7782,Escherichia virus vB_Eco_mar003J3,0
7783,Escherichia virus vB_Eco_mar004NP2,0
7784,Escherichia virus vB_Eco_mar005P1,0
7785,Escherichia virus wV8,0
7786,Escobaria virus,0
7787,Esocid herpesvirus 1,0
7788,Esparto virus,2
7789,Espirito Santo virus,2
7790,Estero Real orthobunyavirus,0
7791,Estigmene acrea granulovirus,0
7792,Estuary cod nervous necrosis virus,0
7793,Etaarterivirus,0
7794,Etaarterivirus ugarco 1,0
7795,Etapapillomavirus,0
7796,Etapapillomavirus 1,6
7797,Etatorquevirus,0
7798,Etheostoma fonticola aquareovirus,2
7799,Ethiopian tobacco bushy top virus,2
7800,Ethiopian tobacco bushy top virus satellite RNA,2
7801,Eubenangee virus,2
7802,Eublepharid adenovirus 1,0
7803,Eucampyvirinae,0
7804,Eucomis mosaic virus,0
7805,Eulipotyphla protoparvovirus 1,2
7806,Eunivirus,0
7807,Euonymus yellow vein virus,2
7808,Eupatorium vein clearing virus,4
7809,Eupatorium yellow vein betasatellite,4
7810,Eupatorium yellow vein mosaic betasatellite,2
7811,Eupatorium yellow vein mosaic virus,4
7812,Eupatorium yellow vein virus,2
7813,Euphorbia caput-medusae latent virus,2
7814,Euphorbia heterophylla associated gemycircularvirus,2
7815,Euphorbia leaf curl Guangxi virus,2
7816,Euphorbia leaf curl virus,5
7817,Euphorbia mosaic Peru virus,2
7818,Euphorbia mosaic virus,7
7819,Euphorbia ringspot virus,2
7820,Euphorbia yellow leaf curl virus,2
7821,Euphorbia yellow mosaic virus,6
7822,Euplexia lucipara granulovirus,0
7823,Euproctis chrysorrhoea nucleopolyhedrovirus,0
7824,Euproctis digramma nucleopolyhedrovirus,0
7825,Euproctis pseudoconspersa nucleopolyhedrovirus,3
7826,Euproctis similis nucleopolyhedrovirus,0
7827,Euprosterna elaeasa virus,5
7828,Eurasian oystercatcher coronavirus,0
7829,Euroniviridae,0
7830,European bat 1 lyssavirus,3
7831,European bat 2 lyssavirus,3
7832,European bat lyssavirus,0
7833,European brown hare syndrome virus,6
7834,European catfish circovirus,0
7835,European catfish virus,6
7836,European chub iridovirus,0
7837,European eel nervous necrosis virus,0
7838,European mountain ash ringspot-associated emaravirus,2
7839,European sturgeon nucleo-cytoplasmatic large DNA virus,0
7840,Eurpobartevirus,0
7841,Euscelidius variegatus virus 1,2
7842,Euxoa ochrogaster granulovirus,0
7843,Everglades virus,2
7844,Exiguobacterium phage vB_EalM-132,0
7845,Exiguobacterium phage vB_EalM-137,0
7846,Exiguobacterium phage vB_EauM-23,0
7847,Exiguobacterium phage vB_EauS-123,0
7848,Exomis microphylla geminivirus 1,0
7849,Exomis microphylla latent virus,0
7850,Eyach virus,3
7851,Eyrevirus,0
7852,Faba bean necrotic stunt alphasatellite 1,2
7853,Faba bean necrotic stunt alphasatellite 2,2
7854,Faba bean necrotic stunt virus,7
7855,Faba bean necrotic yellows C1 alphasatellite,2
7856,Faba bean necrotic yellows C11 alphasatellite,2
7857,Faba bean necrotic yellows C7 alphasatellite,2
7858,Faba bean necrotic yellows virus,7
7859,Faba bean polerovirus 1,0
7860,Faba bean yellow leaf virus,2
7861,Fabavirus,0
7862,Fabenesatellite,0
7863,Faecalibacterium phage FP_Brigit,0
7864,Faecalibacterium phage FP_Epona,0
7865,Faecalibacterium phage FP_Lugh,0
7866,Faecalibacterium phage FP_Mushu,0
7867,Faecalibacterium phage FP_Taranis,0
7868,Faecalibacterium phage FP_Toutatis,0
7869,Faecalibacterium phage FP_oengus,0
7870,Fairfax lookout virus,0
7871,Fairlight virus,0
7872,Fako virus,2
7873,Falcon aviadenovirus A,0
7874,Falcon coronavirus UAE-HKU27,0
7875,Falcon picornavirus,2
7876,Fall chinook aquareovirus,2
7877,Fallow deer lymphotropic herpesvirus,0
7878,False black widow spider associated circular virus 1,0
7879,Farfantepenaeus duorarum circovirus,2
7880,Farfantepenaeus duorarum nodavirus,0
7881,Farfantepenaeus duorarum pink shrimp associated circular virus,2
7882,Farmington virus,2
7883,Fathead minnow nidovirus 1,0
7884,Faustovirus,0
7885,Faustovirus D3,0
7886,Faustovirus D5a,0
7887,Faustovirus D5b,0
7888,Faustovirus D6,0
7889,Faustovirus E23,0
7890,Faustovirus E24,0
7891,Faustovirus Liban,0
7892,Faustovirus ST1,0
7893,Faustovirus mariensis,0
7894,Fauteuil virus FD,0
7895,Feldmannia irregularis virus a,0
7896,Feldmannia species virus,2
7897,Felid alphaherpesvirus 1,2
7898,Feline anellovirus,0
7899,Feline astrovirus 2,4
7900,Feline calicivirus,6
7901,Feline foamy virus,6
7902,Feline hunnivirus,0
7903,Feline immunodeficiency virus,5
7904,Feline leukemia virus,4
7905,Feline morbillivirus,2
7906,Feline papillomavirus FAP3,0
7907,Feline paramyxovirus MSi-2014,0
7908,Feline parvovirus,0
7909,Feline picobirnavirus,0
7910,Feline picornavirus,6
7911,Feline pneumovirus,0
7912,Feline poxvirus ITA1_PG,0
7913,Feline poxvirus ITA2_BC,0
7914,Feline stool-associated circular virus KU14,2
7915,Felis catus adenovirus,0
7916,Felis catus papillomavirus,0
7917,Felis catus papillomavirus type 5,2
7918,Felixounavirus,0
7919,Fennel motley virus,0
7920,Ferak feravirus,0
7921,Feravirus,0
7922,Ferlavirus,0
7923,Fermo virus,0
7924,Ferret badger calicivirus,0
7925,Ferret coronavirus,2
7926,Ferret coronavirus 4E98,0
7927,Ferret coronavirus 511c,0
7928,Ferret enteric coronavirus 1202,0
7929,Ferret enteric coronavirus MSU1,0
7930,Ferret kobuvirus,0
7931,Ferret papillomavirus,5
7932,Ferret systemic coronavirus MSU-S,0
7933,Ferret systemic coronavirus WADL,0
7934,Fesavirus,0
7935,Fesavirus 1,0
7936,Fesavirus 2,0
7937,Fesavirus 3,0
7938,Fesavirus 4,0
7939,Festuca pratensis amalgavirus 1,2
7940,Festuca pratensis amalgavirus 2,2
7941,Festuca pratensis amalgavirus 3,0
7942,Fibrovirus,0
7943,Ficleduovirus,0
7944,Fiddler Crab associated circular virus,2
7945,Fig badnavirus 1,6
7946,Fig closterovirus JJW-2008,0
7947,Fig cryptic virus,6
7948,Fig fleck-associated virus,2
7949,Fig latent virus 1,0
7950,Fig mosaic emaravirus,2
7951,Fig mosaic virus Alexandria/2008,0
7952,Fig mosaic virus Eg/2008,0
7953,Fig umbravirus JJW-2008,0
7954,Figwort mosaic virus,6
7955,Fiji disease virus,3
7956,Fijivirus,0
7957,Fikirini ledantevirus,0
7958,Filamentous phage,0
7959,Filoviridae,0
7960,Fimoviridae,0
7961,Finch circovirus,6
7962,Finch creek virus,0
7963,Finkel-Biskis-Jinkins murine sarcoma virus,2
7964,Fipvunavirus,0
7965,Fire ant associated circular virus 1,0
7966,Firefly squid flavivirus,0
7967,Firehammervirus,0
7968,Firstpapillomavirinae,0
7969,Fisavirus,0
7970,Fisavirus 1,2
7971,Fishburnevirus,0
7972,Fisher herpesvirus,0
7973,Fitzroy River virus,0
7974,Flamingo poxvirus,0
7975,Flamingopox virus FGPVKD09,2
7976,Flammulina velutipes browning virus,2
7977,Flanders hapavirus,2
7978,Flaumdravirus,0
7979,Flaviviridae,0
7980,Flavivirus,0
7981,Flavivirus 1493VN,0
7982,Flavivirus AV-2011/Spain,0
7983,Flavivirus Abbeylake,0
7984,Flavivirus Aedes/MO-Ac/ITA/2009,0
7985,Flavivirus Anopheles/PV-Am/ITA/2009,0
7986,Flavivirus CJD05/CHN/2010,0
7987,Flavivirus CbaAr4001,0
7988,Flavivirus Culex theileri/R245/PRT/2008,0
7989,Flavivirus Culex theileri/R265/PRT/2008,0
7990,Flavivirus Culex theileri/R522/PRT/2009,0
7991,Flavivirus Culex theileri/R899/PRT/2010,0
7992,Flavivirus Culex theileri/R901/PRT/2010,0
7993,Flavivirus FSME,0
7994,Flavivirus Oc599-AL/ITA/2012,0
7995,Flavivirus Oc748-AL/ITA/2012,0
7996,Flavivirus Phlebotomine/76/Arrabida/2007,0
7997,Flavivirus duck/SD/CHN/2010,0
7998,Flavivirus sp.,2
7999,Flavobacterium phage 11b,5
8000,Flavobacterium phage FCV-10,0
8001,Flavobacterium phage FCV-11,0
8002,Flavobacterium phage FCV-16,0
8003,Flavobacterium phage FCV-20,0
8004,Flavobacterium phage FCV-3,0
8005,Flavobacterium phage FKj-2,0
8006,Flavobacterium phage FL-1,0
8007,Flavobacterium phage FLiP,0
8008,Flavobacterium phage FpV21,0
8009,Flavobacterium phage FpV4,0
8010,Flavobacterium phage FpV9,0
8011,Flavobacterium phage Fpv10,2
8012,Flavobacterium phage Fpv11,2
8013,Flavobacterium phage Fpv2,2
8014,Flavobacterium phage Fpv20,2
8015,Flavobacterium phage Fpv3,2
8016,Flavobacterium phage Fpv5,2
8017,Flavobacterium phage Fpv6,2
8018,Flavobacterium phage Fpv7,2
8019,Flavobacterium phage Fpv8,2
8020,Flavobacterium phage V156,0
8021,Flavobacterium phage V157,0
8022,Flavobacterium phage V165,0
8023,Flavobacterium phage V175,0
8024,Flavobacterium phage V181,0
8025,Flavobacterium phage V182,0
8026,Flavobacterium phage VK20,0
8027,Flavobacterium phage VK42,0
8028,Flavobacterium phage VK48,0
8029,Flavobacterium phage VK52,0
8030,Flavobacterium phage VK58,0
8031,Flavobacterium sp. phage 1/32,2
8032,Flavobacterium virus 1H,0
8033,Flavobacterium virus 23T,0
8034,Flavobacterium virus 2A,0
8035,Flavobacterium virus 6H,0
8036,Flavobacterium virus FCL2,0
8037,Flavobacterium virus FCV1,0
8038,Flavobacterium virus Fpv1,0
8039,Fletchervirus,0
8040,Flexal mammarenavirus,2
8041,Flock House virus,2
8042,Florida manatee papillomavirus,0
8043,Flounder aquabirnavirus,0
8044,Flounder herpesvirus,0
8045,Fly associated circular virus 4,2
8046,Fly associated circular virus 5,2
8047,Fly associated circular virus 6,2
8048,Fly associated circular virus 7,2
8049,Fly wubeivirus,0
8050,Flying squirrel coronavirus Guangxi/E001/2006,0
8051,Flying-fox retrovirus,0
8052,Fontaine Saint-Charles virus,0
8053,Foot-and-mouth disease virus,0
8054,Forecariah virus,0
8055,Formica aquilonia virus 1,0
8056,Formica cinerea virus 1,0
8057,Formica cinerea virus 2,0
8058,Formica exsecta virus 1,2
8059,Formica exsecta virus 2,2
8060,Formica fusca virus 1,0
8061,Formica fusca virus 2,0
8062,Formica fusca virus 3,0
8063,Formica truncurum virus 1,0
8064,Formica truncurum virus 2,0
8065,Fort Crockett virus,2
8066,Fort Morgan virus,6
8067,Fort Sherman orthobunyavirus,0
8068,Foveavirus,0
8069,Fowl adenovirus,0
8070,Fowl adenovirus 12,0
8071,Fowl adenovirus 1422,0
8072,Fowl adenovirus 507/AD/01/quail/India,0
8073,Fowl adenovirus 528/AD/01/turkey/India,0
8074,Fowl adenovirus DDO-2007,0
8075,Fowl adenovirus HR1,0
8076,Fowl adenovirus HR2,0
8077,Fowl adenovirus HR3,0
8078,Fowl adenovirus HR4,0
8079,Fowl aviadenovirus A,2
8080,Fowl aviadenovirus B,0
8081,Fowl aviadenovirus C,2
8082,Fowl aviadenovirus D,2
8083,Fowl aviadenovirus E,2
8084,Fowl plague virus,0
8085,Fowlpox virus,4
8086,Fox bocavirus,0
8087,Fox fecal bunyavirus,0
8088,Fox fecal kobuvirus,0
8089,Fox fecal picobirnavirus,0
8090,Fox fecal rhabdovirus,2
8091,Fox hepatitis E virus,0
8092,Fox kobuvirus,0
8093,Fox parvovirus,0
8094,Fox picobirnavirus,0
8095,Foxtail mosaic virus,6
8096,Fragaria chiloensis cryptic virus,6
8097,Fragaria chiloensis latent virus,6
8098,Frangipani mosaic virus,8
8099,Freesia mosaic virus,5
8100,Freesia sneak virus,4
8101,French bean leaf curl virus,2
8102,French bean severe leaf curl virus,2
8103,Fresh Meadows densovirus 1,0
8104,Fresh Meadows densovirus 2,0
8105,Fresh Meadows densovirus 3,0
8106,Fresh Meadows densovirus 4,0
8107,Freshwater phage uvFW-CGR-AMD-COM-C203,0
8108,Freshwater phage uvFW-CGR-AMD-COM-C403,0
8109,Freshwater phage uvFW-CGR-AMD-COM-C429,0
8110,Freshwater phage uvFW-CGR-AMD-COM-C440,0
8111,Freshwater phage uvFW-CGR-AMD-COM-C449,0
8112,Freshwater phage uvFW-CGR-AMD-COM-C455,0
8113,Freshwater phage uvFW-CGR-AMD-COM-C493,0
8114,Freshwater phage uvFW-CGR-AMDFOS-S50-C341,0
8115,Frijoles phlebovirus,0
8116,Fritillary virus Y,4
8117,Friunavirus,0
8118,Frog erythrocytic virus,0
8119,Frog siadenovirus A,0
8120,Frog virus 3,7
8121,Fromanvirus,0
8122,Fruit bat alphaherpesvirus 1,2
8123,Fruit bat parvovirus,0
8124,Fuchsia latent virus,0
8125,Fuefuki virus,0
8126,Fugong orthohantavirus,0
8127,Fujian dimarhabdovirus,0
8128,Fujinami sarcoma virus,4
8129,Fukuoka ledantevirus,0
8130,Fungal totivirus MpPl,0
8131,Fur seal cyclovirus,0
8132,Fur seal faeces associated circular DNA virus,2
8133,Fur seal picorna-like virus,2
8134,Furcraea necrotic streak virus,3
