scientific_name,taxonomic_id,rank,atacama_desert___id_10360,hawaii_volcanic_soil___id_1579,panama_soil___id_1716,canadian_metamicrobiome___id_632,serpentinite_hosted_microbiome___id_713,polluted_polar_coastal_sediments___id_1198,mcmurdo_lakes___id_638,great_lake_microbiome___id_1041,global_coral_microbiome_project___id_10895,tara_counts,vulcano_counts,polar_counts,phyllo_counts,panama_counts,lakes_counts,hawaii_counts,costa_counts,air_counts,arabic_counts,thar_counts,antarctic_counts,virus_name,virus_lineage,kegg_genome,kegg_disease,disease,host_name,host_lineage,sample_type,microbe_id,gram_stain,human_disease_causing,antimicrobial_susceptibility,optimal_temperature,extreme_environment,biofilm_forming,optimal_ph,animal_pathogen,spore_forming,pathogenicity,plant_pathogen
Beet black scorch virus,196375,species,,,,,,,,,,,,,,,,,,,,,,Beet black scorch virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Betanecrovirus",,,,"Spinacia oleracea, Lactuca sativa, Chenopodium amaranticolor, Beta vulgaris subsp. vulgaris, Physalis pubescens, Chenopodiastrum murale, Chenopodium quinoa, Tetragonia tetragonioides","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Solanoideae; Physaleae; Physalis, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Atripliceae; Chenopodiastrum, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Aizoaceae; Tetragonia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta; Beta vulgaris, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Atripliceae; Chenopodium",,386.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Beet black scorch virus satellite RNA,298965,species,,,,,,,,,,,,,,,,,,,,,,Beet black scorch virus satellite RNA,Viruses; Satellites; Satellite Nucleic Acids; Single stranded RNA satellites; unclassified Single stranded RNA satellites,,,,,,,7078.0,,,,,,,,,,,Sometimes
Beet chlorosis virus,131082,species,,,,,,,,,,,,,,,,,,,,,,Beet chlorosis virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus",,,,"Spergula arvensis, Spinacia oleracea, Beta vulgaris, Blitum capitatum, Capsella bursa-pastoris","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Caryophyllaceae; Sperguleae; Spergula, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Blitum, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Brassicales; Brassicaceae; Camelineae; Capsella",,902.0,,Maybe,,,Mesophiles,,,Sometimes,,,Maybe Not
Beet cryptic virus 1,509923,species,,,,,,,,,,,,,,,,,,,,,,Beet cryptic virus 1,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,,,,Beta vulgaris,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta,,166.0,,,,,,,,,,,
Beet cryptic virus 2,912029,species,,,,,,,,,,,,,,,,,,,,,,Beet cryptic virus 2,Viruses; dsRNA viruses; Partitiviridae; Deltapartitivirus,,,,Beta vulgaris,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta,,,,,,,,,,,,,
Beet cryptic virus 3,29257,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beet curly top Iran virus,391228,species,,,,,,,,,,,,,,,,,,,,,,Beet curly top Iran virus,Viruses; ssDNA viruses; Geminiviridae; Becurtovirus,,,,Beta vulgaris subsp. vulgaris,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta; Beta vulgaris,,4888.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Beet curly top virus,10840,species,,,,,,,,,,,,,,,,,,,,,,Beet curly top virus,Viruses; ssDNA viruses; Geminiviridae; Curtovirus,T40130,,,"Spinacia oleracea, Linum, Phaseolus vulgaris, Beta vulgaris, Capsicum, Solanum tuberosum, Cucurbitaceae, Solanum lycopersicum","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Phaseolus, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Solanoideae; Capsiceae, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Cucurbitales, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Malpighiales; Linaceae",,1525.0,,Maybe,,,,,,Maybe Not,,,Sometimes
Beet eastern yellows virus,547245,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beet leaf yellowing virus,2480685,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beet mild curly top virus,228579,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.0,,Maybe,,,,,,Maybe Not,,,Sometimes
Beet mild yellowing virus,156690,species,,,,,,,,,,,,,,,,,,,,,,Beet mild yellowing virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus",,,,"Stellaria media, Spergula arvensis, Claytonia perfoliata, Spinacia oleracea, Beta vulgaris, Senecio vulgaris, Crambe hispanica subsp. abyssinica, Capsella bursa-pastoris","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Brassicales; Brassicaceae; Brassiceae; Crambe; Crambe hispanica, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Caryophyllaceae; Sperguleae; Spergula, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Cactineae; Montiaceae; Claytonia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Asterales; Asteraceae; Asteroideae; Senecioneae; Senecioninae; Senecio, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Caryophyllaceae; Alsineae; Stellaria, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Brassicales; Brassicaceae; Camelineae; Capsella",,3903.0,,Maybe,,,Mesophiles,,,Sometimes,,,Maybe Not
Beet mosaic virus,114921,species,,,,,,,,,,,,,,,,,,,,,,Beet mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus",T40286,,,"Amaranthus retroflexus, Spinacia oleracea, Benincasa hispida, Beta vulgaris subsp. maritima, Trifolium incarnatum, Beta vulgaris subsp. vulgaris, Chenopodium album, Beta vulgaris, Melilotus indicus, Sonchus arvensis","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Trifolieae; Trifolium, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Trifolieae; Melilotus, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta; Beta vulgaris, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Amaranthaceae; Amaranthus, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Cucurbitales; Cucurbitaceae; Benincaseae; Benincasa, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Asterales; Asteraceae; Cichorioideae; Cichorieae; Hyoseridinae; Sonchus, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Atripliceae; Chenopodium",,348.0,,Maybe,Maybe Not,,Mesophiles,,,,,,
Beet necrotic yellow vein virus,31721,species,,,,,,,,,,,,,,,,,,,,,,Beet necrotic yellow vein virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Benyviridae; Benyvirus",T40217,,,"Beta macrocarpa, Spinacia oleracea, Beta vulgaris, Tetragonia tetragonioides","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Aizoaceae; Tetragonia",,4083.0,,Maybe,,,,,,Maybe Not,,,Sometimes
Beet pseudoyellows virus,72750,species,,,,,,,,,,,,,,,,,,,,,,Beet pseudoyellows virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; Crinivirus",,,,"Beta vulgaris, Nicotiana benthamiana, Fragaria vesca","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Rosales; Rosaceae; Rosoideae; Potentilleae; Fragariinae; Fragaria, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana",,3307.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Beet ringspot virus,191547,species,,,,,,,,,,,,,,,,,,,,,,Beet ringspot virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Secoviridae; Comovirinae; Nepovirus",,,,"Tulipa, Narcissus pseudonarcissus, Rubus, Apium graveolens, Lactuca sativa, Robinia pseudoacacia, Phaseolus vulgaris, Beta vulgaris, Fraxinus, Solanum tuberosum, Vitis, Allium ampeloprasum, Solanum lycopersicum","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Robinieae; Robinia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Lamiales; Oleaceae; Oleeae, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Apiales; Apiineae; Apiaceae; Apioideae; Apieae; Apium, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Phaseolus, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Amaryllidaceae; Allioideae; Allieae; Allium, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Liliales; Liliaceae, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Rosales; Rosaceae; Rosoideae, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Amaryllidaceae; Amaryllidoideae; Narcissus, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Vitales; Vitaceae; Viteae",,5993.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Beet severe curly top virus,228580,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.0,,Maybe,,,,,,Maybe Not,,,Sometimes
Beet soil-borne mosaic virus,76343,species,,,,,,,,,,,,,,,,,,,,,,Beet soil-borne mosaic virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Benyviridae; Benyvirus",,,,Beta vulgaris,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta,,,,,,,,,,,,,
Beet soil-borne virus,46436,species,,,,,,,,,,,,,,,,,,,,,,Beet soil-borne virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Pomovirus",,,,"Beta vulgaris, Chenopodium quinoa","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Atripliceae; Chenopodium",,,,,,,,,,,,,
Beet virus Q,71972,species,,,,,,,,,,,,,,,,,,,,,,Beet virus Q,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Pomovirus",,,,Beta vulgaris,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta,,4224.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Beet western yellows ST9 associated virus,198589,species,,,,,,,,,,,,,,,,,,,,,,Beet western yellows ST9 associated virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses",,,,"Capsella bursa-pastoris, Brassica oleracea var. botrytis, Raphanus sativus","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Brassicales; Brassicaceae; Brassiceae; Brassica; Brassica oleracea, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Brassicales; Brassicaceae; Camelineae; Capsella, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Brassicales; Brassicaceae; Brassiceae; Raphanus",,1965.0,,,,,,,,,,,Sometimes
Beet western yellows virus,12042,species,,,,,,,,,,,,,,,,,,,,,,Beet western yellows virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus",T40213,,,"Spinacia oleracea, Beta vulgaris subsp. vulgaris, Brassica oleracea, Lactuca sativa","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Brassicales; Brassicaceae; Brassiceae; Brassica, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta; Beta vulgaris, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca",,6480.0,,Maybe,,,Mesophiles,,,Sometimes,,,Maybe Not
Beet yellow stunt virus,35290,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beet yellows virus,12161,species,,,,,,,,,,,,,,,,,,,,,,Beet yellows virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; Closterovirus",T40214,,,Beta vulgaris,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Caryophyllales; Chenopodiaceae; Betoideae; Beta,,101.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Sometimes
Beetrevirus,2560098,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Begomovirus,10814,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Begomovirus pumpkin/Suphan Buri/Mar2008,613192,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Begomovirus wax gourd/Suphan Buri2008/Feb2008,613190,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Begomovirus-associated DNA-II,302069,species,,,,,,,,,,,,,,,,,,,,,,Begomovirus-associated DNA-II,Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; unclassified Single stranded DNA satellites,,,,East African cassava mosaic virus,Viruses; Geminiviridae; Begomovirus,,,,,,,,,,,,,
Begomovirus-associated DNA-III,302070,species,,,,,,,,,,,,,,,,,,,,,,Begomovirus-associated DNA-III,Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; unclassified Single stranded DNA satellites,,,,East African cassava mosaic virus,Viruses; Geminiviridae; Begomovirus,,,,,,,,,,,,,
Begonia flower breaking virus,588752,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behecravirus,2508236,subgenus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beidivirus,2501981,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai anemone virus 1,1922352,species,,,,,,,,,,,,,,,,,,,,,,Beihai anemone virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai astro-like virus,1922353,species,,,,,,,,,,,,,,,,,,,,,,Beihai astro-like virus,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 10,1922354,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 10,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 11,1922355,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 11,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 12,1922356,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 12,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 13,1922357,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 13,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 14,1922358,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai barnacle virus 15,1922359,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 15,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 2,1922360,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 2,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 3,1922361,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 3,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 4,1922362,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 4,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 5,1922363,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai barnacle virus 6,1922364,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai barnacle virus 7,1922365,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 7,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 8,1922366,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 8,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle virus 9,1922367,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle virus 9,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai barnacle viurs 1,1746057,species,,,,,,,,,,,,,,,,,,,,,,Beihai barnacle viurs 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses",,,,Amphibalanus rhizophorae,Eukaryota; Metazoa; Arthropoda; Crustacea; Multicrustacea; Hexanauplia; Thecostraca; Cirripedia; Thoracica; Sessilia; Balanidae; Amphibalanus,,,,,,,,,,,,,
Beihai berhavirus,2509379,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai blue swimmer crab virus 1,1922368,species,,,,,,,,,,,,,,,,,,,,,,Beihai blue swimmer crab virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai blue swimmer crab virus 2,1922369,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai blue swimmer crab virus 3,1922370,species,,,,,,,,,,,,,,,,,,,,,,Beihai blue swimmer crab virus 3,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai charybdis crab virus 1,1922376,species,,,,,,,,,,,,,,,,,,,,,,Beihai charybdis crab virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai conger calicivirus,2116161,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai conger picornavirus,2116171,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai dimarhabodovirus 1,2116357,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai echinoderm virus 1,1922379,species,,,,,,,,,,,,,,,,,,,,,,Beihai echinoderm virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai fish calicivirus,2116162,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai goldsaddle goatfish picobirnavirus,2116425,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai hepe-like virus 10,1922381,species,,,,,,,,,,,,,,,,,,,,,,Beihai hepe-like virus 10,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai hepe-like virus 4,1922387,species,,,,,,,,,,,,,,,,,,,,,,Beihai hepe-like virus 4,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai hepe-like virus 8,1922385,species,,,,,,,,,,,,,,,,,,,,,,Beihai hepe-like virus 8,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai hepe-like virus 9,1922386,species,,,,,,,,,,,,,,,,,,,,,,Beihai hepe-like virus 9,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai hermit crab virus 1,1922388,species,,,,,,,,,,,,,,,,,,,,,,Beihai hermit crab virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai hermit crab virus 2,1922389,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beihai hermit crab virus 3,1922390,species,,,,,,,,,,,,,,,,,,,,,,Beihai hermit crab virus 3,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai horseshoe crab virus 1,1922392,species,,,,,,,,,,,,,,,,,,,,,,Beihai horseshoe crab virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai hypo-like virus 1,1922393,species,,,,,,,,,,,,,,,,,,,,,,Beihai hypo-like virus 1,Viruses; dsRNA viruses; Hypoviridae; unclassified Hypoviridae,,,,Ensis minor,Eukaryota; Metazoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Solenoidea; Pharidae; Ensis,,,,,,,,,,,,,
Beihai mantis shrimp virus 1,1922428,species,,,,,,,,,,,,,,,,,,,,,,Beihai mantis shrimp virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai mantis shrimp virus 2,1922429,species,,,,,,,,,,,,,,,,,,,,,,Beihai mantis shrimp virus 2,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai mantis shrimp virus 3,1922430,species,,,,,,,,,,,,,,,,,,,,,,Beihai mantis shrimp virus 3,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai mantis shrimp virus 4,1922431,species,,,,,,,,,,,,,,,,,,,,,,Beihai mantis shrimp virus 4,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai mantis shrimp virus 5,1922432,species,,,,,,,,,,,,,,,,,,,,,,Beihai mantis shrimp virus 5,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai mantis shrimp virus 6,1922433,species,,,,,,,,,,,,,,,,,,,,,,Beihai mantis shrimp virus 6,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai mollusks virus 1,1922434,species,,,,,,,,,,,,,,,,,,,,,,Beihai mollusks virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai mollusks virus 2,1922435,species,,,,,,,,,,,,,,,,,,,,,,Beihai mollusks virus 2,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
Beihai narna-like virus 1,1922436,species,,,,,,,,,,,,,,,,,,,,,,Beihai narna-like virus 1,Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016,,,,root,,Organismal,,,,,,,,,,,,
