scientific_name,taxonomic_id,rank,air_counts,alfisols,andisols,animal_pathogen,antarctic_counts,antimicrobial_susceptibility,arabic_counts,atacama_desert___id_10360,biofilm_forming,canadian_metamicrobiome___id_632,costa_counts,depth/altitude,drylands,entisols,extreme_environment,gelisols,genome_availability,global_coral_microbiome_project___id_10895,gram_stain,great_lake_microbiome___id_1041,hawaii_counts,hawaii_volcanic_soil___id_1579,high_ph,host_lineage,host_name,human_disease_causing,human_microbiome_body_site,inceptisols,lakes_counts,latitude,longitude,low_ph,low_productivity,mcmurdo_lakes___id_638,microbe_id,mollisols,optimal_ph,optimal_temperature,panama_counts,panama_soil___id_1716,pathogenicity,phyllo_counts,plant_pathogen,polar_counts,polluted_polar_coastal_sediments___id_1198,salinity_concentration/range(w/v),sand_rock_ice,serpentinite_hosted_microbiome___id_713,spore_forming,tara_counts,thar_counts,trophic_level,ultisols,vertisols,virus_lineage,virus_name,vulcano_counts
Actinopolyspora algeriensis,995059,species,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7% - 32%,,,,,,,,,,,
Actinopolyspora biskrensis,1470178,species,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10% - 30%, optimum 15% - 20%",,,,,,,,,,,
Actinopolyspora egyptensis,420776,species,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5% - 25%, optimum 15% - 20%",,,,,,,,,,,
Actinopolyspora erythraea,414996,species,,,,,,,,,,,,,,,,,shotgun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10% - 25%, optimum 15%",,,,,,,,,,,
Actinopolyspora halophila,1850,species,,,,Maybe Not,,,,,,,,,,,Extremophile,,shotgun,,,,,,,,,Maybe,,,,,,,,,4979.0,,,37.0,,,1.0,,Maybe Not,,,"10% - satr, optimum 15% - 20%",,,,,,,,,,,
Actinopolyspora lacussalsi,1234544,species,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10% - 20%, optimum 12%",,,,,,,,,,,
Actinopolyspora mortivallis,33906,species,,,,Maybe Not,,,,,,,,,,,Extremophile,,shotgun,,,,,,,,,Maybe,,,,,,,,,7344.0,,,45.0,,,1.0,,Maybe Not,,,"5% - 30%, optimum 10% - 15%",,,Always,,,,,,,,
Actinopolyspora mzabensis,995066,species,,,,,,,,,,,,,,,,,shotgun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7% - 32%, optimum 10% - 28%",,,,,,,,,,,
Actinopolyspora righensis,995060,species,,,,,,,,,,,,,,,,,shotgun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0% - 35%, optimum 15% - 25%",,,,,,,,,,,
Actinopolyspora saharensis,995062,species,,,,,,,,,,,,,,,,,shotgun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10% - 30%, optimum 15% - 20%",,,,,,,,,,,
Actinopolyspora salinaria,1434887,species,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,
Actinospica,414715,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,5.0,0.0,,,,,,0.0
Actinosynnema,40566,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,2.0,0.0,,,,,,0.0
Actinosynnema mirum,40567,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Maybe,,,,,,,,,1691.0,,,,,,1.0,,Maybe Not,,,,,,Always,,,,,,,,
Actinosynnema pretiosum,42197,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinotalea,458839,genus,0.0,,,,323.0,,0.0,0.0,,0.0,1.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,1.0,,142.0,0.0,,,0.0,,19.0,5.0,,,,,,2.0
Actinotalea caeni,1348467,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinotalea fermentans,43671,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinotalea ferrariae,1386098,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinotignum,1653174,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinotignum sanguinis,1445614,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinotignum schaalii,59505,species,,,,,,,,,,,,,,,,,,,,,,,,,,,blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinotignum timonense,1870995,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinotignum urinale,190146,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acutalibacter,1918385,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acutalibacter muris,1796620,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acuticoccus,1904377,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acuticoccus kandeliae,2073160,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acuticoccus yangtzensis,1443441,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adhaeribacter,299566,genus,5.0,,,,4132.0,,6.0,0.0,,0.0,6.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,4.0,,,,,0.0,,,,,247.0,0.0,,214.0,,304.0,0.0,,,0.0,,4.0,316.0,,,,,,10.0
Adhaeribacter aerolatus,670289,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adhaeribacter aerophilus,670288,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adhaeribacter aquaticus,299567,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adhaeribacter swui,2086471,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adhaeribacter terrae,1892554,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adhaeribacter terreus,529703,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adhaerimonas,2025712,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adhaerimonas asanensis,1619912,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adlercreutzia,447020,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,3.0,,,,,0.0,,,,,0.0,0.0,,1.0,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,0.0
Adlercreutzia equolifaciens,446660,species,,,,,,,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Sometimes,,,,,,,,,6590.0,,,,,,,,,,,,,,Never,,,,,,,,
Advenella,290425,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advenella alkanexedens,1481665,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advenella faeciporci,797535,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advenella incenata,267800,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advenella kashmirensis,310575,species,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,7342.0,,8.25,29.0,,,,,,,,,,,,,,,,,,,
Advenella mimigardefordensis,302406,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegyptianella,203861,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegyptianella pullorum,203862,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita,153265,genus,0.0,,,,15468.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,1113.0,0.0,,,0.0,,418.0,0.0,,,,,,0.0
Aequorivita aestuarii,524290,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita antarctica,153266,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita capsosiphonis,487317,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita crocea,153268,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita echinoideorum,1549647,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita lipolytica,153267,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita nionensis,1287690,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita soesokkakensis,1385699,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita sublithincola,101385,species,,,,Maybe Not,,Maybe Not,,,,,,,,,Extremophile,,,,Negative,,,,,,,Maybe,,,,,,,,,3609.0,,,,,,,,Maybe Not,,,,,,,,,,,,,,
Aequorivita viscosa,797419,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequorivita vladivostokensis,171194,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeribacillus,1055323,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,7.0,0.0,,,,,,0.0
Aeribacillus composti,1868734,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeribacillus pallidus,33936,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeriscardovia,240233,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeriscardovia aeriphila,218139,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcaceae,186827,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus,1375,genus,0.0,,,,39.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,2.0,,,,,1.0,,,,,0.0,0.0,,11.0,,1.0,0.0,,,7.0,,86.0,0.0,,,,,,3.0
Aerococcus christensenii,87541,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sanguinicola,119206,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC035B07,1715184,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC061A03,1739396,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC062A02,1715105,species,,,,,,,,,,,,,,,,,,,,,,,,,,,not-specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC062B07,1715159,species,,,,,,,,,,,,,,,,,,,,,,,,,,,not-specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC06H08,1581129,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC072A12,1739333,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC075D05,1739288,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC10H05,1581084,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus sp. HMSC23C02,1581058,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus suis,371602,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus urinae,1376,species,,,,,,Sometimes,,,Always,,,,,,Mesophiles,,,,Positive,,,,,,,Sometimes,,,,,,,,,3727.0,,,,,,2.0,,,,,,,,Never,,,,,,,,
Aerococcus urinaeequi,51665,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus urinaehominis,128944,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus vaginalis,1323230,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerococcus viridans,1377,species,,,,Sometimes,,Sometimes,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Sometimes,,,,,,,,,4564.0,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium,2040,genus,0.0,,,,1521.0,,4.0,0.0,,0.0,1.0,,,,,,,0.0,,0.0,3.0,0.0,,,,,,,6.0,,,,,0.0,,,,,10.0,0.0,,27.0,,109.0,0.0,,,52.0,,38.0,23.0,,,,,,2.0
Aeromicrobium alkaliterrae,302168,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium camelliae,1538144,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium choanae,1736691,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium erythreum,2041,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium fastidiosum,52699,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium flavum,416568,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium halocynthiae,560557,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium kazakhstani,457646,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium kwangyangensis,454754,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium marinum,219314,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Maybe,,,,,,,,,4872.0,,7.75,25.0,,,1.0,,Maybe Not,,,,,,Never,,,,,,,,
Aeromicrobium panaciterrae,363861,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium ponti,460257,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromicrobium tamlense,375541,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonadaceae,84642,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonadales,135624,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas,642,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae,Aeromonas,,,,0.0,,,,,0.0,,,,,0.0,0.0,,7.0,,1.0,0.0,,,678.0,,1710.0,0.0,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Aeromonas phage pAh6-C,0.0
Aeromonas allosaccharophila,656,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas aquatica,558964,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas aquatilis,558946,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas bestiarum,105751,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas bivalvium,440079,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas cavernicola,1006623,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas caviae,648,species,,,,Sometimes,,Sometimes,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,4492.0,,7.25,30.0,,,2.0,,,,,,,,Never,,,,,,,,
Aeromonas dhakensis,196024,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas diversa,502790,species,,,,Sometimes,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,692.0,,7.25,30.0,,,,,,,,,,,Never,,,,,,,,
Aeromonas encheleia,73010,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas enterica,1917145,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas enteropelogenes,29489,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas eucrenophila,649,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas finlandiensis,1543375,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas fluvialis,591962,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas guangheii,97346,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas hydrophila,644,species,,,,Sometimes,,Sometimes,,,,,,,,,Mesophiles,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Aeromonas hydrophila,,,,,,,,,,6600.0,,7.25,28.0,,,2.0,,,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unassigned Tevenvirinae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae","Aeromonas phage CC2, Aeromonas phage pAh6-C, Aeromonas virus Aeh1",
Aeromonas intestinalis,1917144,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas jandaei,650,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas media,651,species,,,,Sometimes,,Sometimes,,,,,,,,,,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Aeromonas media,,,,,,,,,,1915.0,,7.25,22.0,,,,,,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; Hp1virus",Aeromonas virus phiO18P,
Aeromonas molluscorum,271417,species,,,,Sometimes,,Sometimes,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,297.0,,7.25,28.0,,,,,,,,,,,Never,,,,,,,,
Aeromonas piscicola,600645,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas popoffii,70856,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas rivipollensis,948519,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas rivuli,648794,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas salmonicida,645,species,,,,Sometimes,,Sometimes,,,,,,,,,Mesophiles,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Aeromonas salmonicida,,,,,,,,,,867.0,,7.25,20.0,,,2.0,,,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus Aes508, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus AS4, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unassigned Tevenvirinae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; unclassified Secunda5virus","Aeromonas virus 25, Aeromonas phage vB_AsaM-56, Aeromonas phage Aes508, Aeromonas phage phiAS4, Aeromonas virus 44RR2, Aeromonas phage PX29, Aeromonas phage phiAS5, Aeromonas virus 31, Aeromonas virus 65",
Aeromonas sanarellii,633415,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas schubertii,652,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas simiae,218936,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas sobria,646,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas sp.,647,species,,,,,,,,,,,,,,,,,,,,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Aeromonas sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus Aes12",Aeromonas phage Aes012,
Aeromonas sp. IS4,728059,species,,,,,,,,,,,,,,,,,,,,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Aeromonas sp. IS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Pis4avirus; Aeromonas virus pIS4A",Aeromonas phage pIS4-A,
Aeromonas taiwanensis,633417,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas tecta,324617,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aeromonas veronii,654,species,,,,Maybe Not,,Sometimes,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Sometimes,,,,,,,,,5181.0,,7.94,37.0,,,2.0,,Maybe Not,,,,,,Never,,,,,,,,
Aerosakkonema,1246629,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerosakkonema funiforme,1246630,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aestuariibacter,249523,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,7298.0,0.0,,,,,,0.0
Aestuariibacter aggregatus,634436,species,,,,,,,,,,,,,,,,,shotgun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5% - 10%, optimum 4% - 6%",,,,,,,,,,,
Aestuariibacter halophilus,226011,species,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5% - 10%, optimum 2% - 3%",,,,,,,,,,,
Aestuariibacter salexigens,226010,species,,,,,,,,,,,,,,,,,shotgun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1% - 10%, optimum 2% - 6%",,,,,,,,,,,
Aestuariibaculum,1386924,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aestuariibaculum scopimerae,1367864,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
